Station ID,year,n_rain,R5mm,R10mm,R20mm,SDII,PRCPTOT,CDD,CWD,Rx1day,Rx5day,R95pTOT,R99pTOT,n_maxdy,n_mindy,FD,TR,SU,ID,TNn,TNx,TXn,TXx,DTR,TN10p,TN90p,TX10p,TX90p,WSDI,CSDI,GSL,Latitude,Longitude,Direction
BELMULLET,2022,365,94.0,33.0,6.0,6.341,1223.8,30.2,79.5,219.0,30.2,15.0,26.0,365.0,365.0,8.0,0.0,1.0,0.0,-2.076,15.63,3.466,25.58,5.291,2.466,26.849,1.644,22.74,26.0,0.0,335.0,54.2,-10.0,north-west
BELMULLET,2023,365,89.0,36.0,4.0,5.938,1223.3,32.0,57.5,235.4,63.7,26.0,17.0,365.0,365.0,11.0,0.0,2.0,0.0,-2.267,17.72,3.464,26.17,5.293,4.932,33.699,1.37,26.849,38.0,0.0,331.0,54.2,-10.0,north-west
BIRR,1955,365,57.0,22.0,1.0,5.825,739.8,21.0,49.6,69.1,0.0,28.0,10.0,365.0,365.0,81.0,0.0,11.0,1.0,-6.7,16.7,-0.1,28.9,8.295,18.356,12.329,12.603,17.534,6.0,14.0,327.0,53.1,-7.9,south-east
BIRR,1956,366,55.0,25.0,3.0,5.908,797.6,23.2,48.3,156.6,23.2,16.0,7.0,366.0,366.0,52.0,0.0,0.0,1.0,-7.3,15.0,-1.1,24.1,7.415,16.393,9.836,11.749,7.65,0.0,0.0,326.0,53.1,-7.9,south-east
BIRR,1957,365,57.0,20.0,3.0,5.233,800.6,31.1,47.9,151.3,57.0,17.0,12.0,365.0,365.0,37.0,0.0,7.0,0.0,-7.1,16.1,2.4,28.1,7.737,9.315,13.699,6.027,16.164,14.0,6.0,340.0,53.1,-7.9,south-east
BIRR,1958,365,71.0,28.0,4.0,5.795,950.4,31.0,57.5,146.8,31.0,25.0,9.0,365.0,365.0,37.0,0.0,1.0,0.0,-6.1,15.5,0.2,26.4,6.835,7.671,10.685,9.041,6.301,0.0,6.0,318.0,53.1,-7.9,south-east
BIRR,1959,365,60.0,21.0,4.0,5.625,826.9,26.9,68.4,144.9,52.7,36.0,15.0,365.0,365.0,43.0,0.0,5.0,1.0,-9.1,17.3,-1.6,26.3,8.38,9.315,12.877,3.562,22.74,43.0,0.0,293.0,53.1,-7.9,south-east
BIRR,1960,366,76.0,28.0,5.0,6.268,1084.3,31.2,57.2,354.1,131.6,17.0,10.0,366.0,366.0,58.0,0.0,0.0,0.0,-6.6,16.1,0.6,25.0,7.81,13.934,9.016,5.464,7.65,0.0,0.0,331.0,53.1,-7.9,south-east
BIRR,1961,365,61.0,27.0,6.0,6.155,874.0,30.9,83.4,227.9,82.8,26.0,17.0,365.0,365.0,38.0,0.0,0.0,0.0,-9.4,15.4,0.1,24.5,7.441,11.167,10.449,7.038,13.84,0.0,0.0,314.0,53.1,-7.9,south-east
BIRR,1962,365,56.0,24.0,3.0,5.684,795.8,34.7,58.6,195.7,64.5,23.0,9.0,365.0,365.0,52.0,0.0,0.0,1.0,-8.2,13.9,-1.7,23.3,7.556,13.888,2.929,14.029,4.402,0.0,0.0,333.0,53.1,-7.9,south-east
BIRR,1963,365,48.0,15.0,3.0,4.882,703.0,31.5,43.5,89.8,31.5,18.0,9.0,365.0,365.0,62.0,0.0,1.0,2.0,-11.6,14.4,-3.6,25.7,7.09,13.538,4.025,18.432,4.658,0.0,10.0,285.0,53.1,-7.9,south-east
BIRR,1964,366,52.0,20.0,5.0,5.496,802.4,26.0,63.9,236.9,75.1,16.0,9.0,366.0,366.0,44.0,0.0,0.0,0.0,-6.7,15.8,0.3,23.7,7.088,11.108,12.041,7.01,10.251,0.0,0.0,348.0,53.1,-7.9,south-east
BIRR,1965,365,69.0,27.0,0.0,5.975,890.3,20.0,48.8,138.2,0.0,19.0,12.0,365.0,365.0,60.0,0.0,0.0,0.0,-10.5,15.4,1.2,22.6,7.188,11.233,6.377,13.529,5.423,0.0,0.0,352.0,53.1,-7.9,south-east
BIRR,1966,365,58.0,23.0,6.0,5.792,920.9,30.4,74.5,256.6,87.8,14.0,9.0,365.0,365.0,35.0,0.0,1.0,0.0,-6.9,15.2,0.0,25.2,7.066,11.082,8.219,10.883,7.7,0.0,0.0,317.0,53.1,-7.9,south-east
BIRR,1967,365,46.0,22.0,3.0,5.133,785.3,23.5,46.8,188.3,23.5,17.0,10.0,365.0,365.0,35.0,0.0,1.0,0.0,-7.5,15.1,0.5,25.4,7.094,8.966,7.681,10.912,5.149,0.0,0.0,329.0,53.1,-7.9,south-east
BIRR,1968,366,52.0,20.0,7.0,6.134,864.9,35.4,59.0,269.3,178.5,37.0,13.0,366.0,366.0,62.0,0.0,1.0,0.0,-6.4,15.6,1.0,25.2,7.727,15.008,8.347,7.339,11.796,7.0,0.0,347.0,53.1,-7.9,south-east
BIRR,1969,365,38.0,9.0,0.0,4.459,588.6,15.8,36.8,60.5,0.0,12.0,8.0,365.0,365.0,60.0,0.0,2.0,1.0,-10.5,16.5,-1.0,27.1,7.593,11.526,11.479,12.253,10.562,0.0,7.0,341.0,53.1,-7.9,south-east
BIRR,1970,365,56.0,17.0,2.0,5.195,763.6,29.1,60.9,105.4,52.7,16.0,12.0,365.0,365.0,57.0,0.0,2.0,1.0,-8.1,15.2,-1.4,26.0,7.147,10.213,11.545,10.099,10.902,0.0,0.0,336.0,53.1,-7.9,south-east
BIRR,1971,365,43.0,10.0,2.0,5.125,579.1,24.4,36.4,76.8,24.4,21.0,11.0,365.0,365.0,44.0,0.0,1.0,0.0,-5.0,15.5,2.3,25.1,7.383,8.88,12.811,6.689,14.095,0.0,0.0,326.0,53.1,-7.9,south-east
BIRR,1972,366,45.0,14.0,1.0,5.025,708.5,21.6,38.0,108.9,0.0,20.0,10.0,366.0,366.0,42.0,0.0,3.0,0.0,-7.2,14.7,0.8,25.9,7.683,11.89,4.758,12.889,7.207,6.0,0.0,334.0,53.1,-7.9,south-east
BIRR,1973,365,50.0,18.0,4.0,5.488,713.4,29.0,67.0,168.9,79.9,21.0,7.0,365.0,365.0,38.0,0.0,4.0,0.0,-6.5,15.6,1.0,28.4,7.198,10.165,13.727,7.728,10.08,0.0,0.0,359.0,53.1,-7.9,south-east
BIRR,1974,365,63.0,17.0,1.0,5.039,821.3,21.3,45.4,121.8,0.0,22.0,15.0,365.0,365.0,25.0,0.0,0.0,0.0,-4.9,14.8,4.7,24.8,7.137,10.137,8.162,13.406,8.049,7.0,0.0,319.0,53.1,-7.9,south-east
BIRR,1975,365,42.0,17.0,3.0,5.054,641.8,28.7,50.2,137.5,55.9,23.0,10.0,365.0,365.0,34.0,0.0,5.0,0.0,-4.6,17.6,2.6,29.3,7.664,10.931,12.518,7.964,13.056,0.0,0.0,345.0,53.1,-7.9,south-east
BIRR,1976,366,46.0,13.0,2.0,4.896,656.1,33.8,46.6,77.2,61.4,17.0,15.0,366.0,366.0,40.0,0.0,21.0,0.0,-5.3,16.1,1.3,31.2,7.568,9.101,14.453,10.269,13.105,23.0,0.0,358.0,53.1,-7.9,south-east
BIRR,1977,365,54.0,13.0,3.0,4.943,805.7,36.3,62.0,117.6,84.8,15.0,12.0,365.0,365.0,38.0,0.0,3.0,2.0,-7.3,15.6,-0.2,26.3,7.273,11.809,8.314,8.909,8.436,0.0,0.0,294.0,53.1,-7.9,south-east
BIRR,1978,365,49.0,13.0,0.0,5.054,687.4,18.9,42.6,132.5,0.0,14.0,7.0,365.0,365.0,40.0,0.0,0.0,1.0,-9.4,15.4,-2.2,24.7,6.714,8.38,13.434,12.792,12.376,0.0,6.0,348.0,53.1,-7.9,south-east
BIRR,1979,365,54.0,21.0,0.0,5.245,807.8,19.5,43.2,155.0,0.0,19.0,7.0,365.0,365.0,66.0,0.0,0.0,2.0,-11.6,16.4,-0.4,24.1,7.062,12.669,7.454,14.549,8.465,7.0,0.0,250.0,53.1,-7.9,south-east
BIRR,1980,366,52.0,20.0,1.0,4.962,798.9,23.1,45.0,88.3,23.1,23.0,11.0,366.0,366.0,48.0,0.0,0.0,0.0,-6.3,15.2,2.5,22.7,6.986,8.847,12.333,10.571,8.178,0.0,0.0,293.0,53.1,-7.9,south-east
BIRR,1981,365,56.0,17.0,2.0,5.119,737.2,25.2,54.3,158.8,25.2,14.0,13.0,365.0,365.0,33.0,0.0,1.0,0.0,-8.6,16.8,0.3,25.2,6.943,8.569,10.609,12.763,13.973,7.0,6.0,328.0,53.1,-7.9,south-east
BIRR,1982,365,67.0,15.0,3.0,5.036,846.0,22.9,43.0,132.1,0.0,22.0,9.0,365.0,365.0,38.0,0.0,4.0,4.0,-14.6,16.8,-1.7,25.7,7.512,5.432,13.444,5.905,11.941,6.0,0.0,335.0,53.1,-7.9,south-east
BIRR,1983,365,69.0,24.0,3.0,5.854,913.2,39.5,50.0,213.5,77.0,26.0,28.0,365.0,365.0,34.0,0.0,14.0,0.0,-4.4,18.9,2.5,30.8,7.17,5.848,18.81,5.905,16.788,9.0,0.0,338.0,53.1,-7.9,south-east
BIRR,1984,366,54.0,17.0,2.0,5.646,762.2,59.1,84.3,145.0,59.1,16.0,10.0,366.0,366.0,47.0,0.0,8.0,1.0,-7.7,16.1,-0.1,26.6,8.15,11.73,10.213,8.451,15.63,13.0,0.0,289.0,53.1,-7.9,south-east
BIRR,1985,365,63.0,17.0,1.0,5.311,796.7,21.2,50.6,116.6,0.0,19.0,15.0,365.0,365.0,67.0,0.0,0.0,1.0,-8.9,15.7,-0.3,23.9,7.127,12.556,11.176,18.715,11.422,8.0,0.0,330.0,53.1,-7.9,south-east
BIRR,1986,365,66.0,22.0,4.0,5.792,915.1,36.0,76.6,162.5,128.3,40.0,9.0,365.0,365.0,53.0,0.0,1.0,0.0,-6.2,16.6,0.6,25.2,7.207,16.278,6.415,19.754,7.775,0.0,6.0,351.0,53.1,-7.9,south-east
BIRR,1987,365,43.0,15.0,2.0,5.127,666.5,27.3,43.5,117.4,27.3,20.0,6.0,365.0,365.0,46.0,0.0,1.0,2.0,-8.9,17.3,-3.5,25.3,7.455,12.829,11.441,10.241,11.29,6.0,0.0,323.0,53.1,-7.9,south-east
BIRR,1988,366,64.0,21.0,1.0,5.237,796.0,22.4,41.7,94.4,0.0,14.0,14.0,366.0,366.0,32.0,0.0,1.0,0.0,-6.9,15.4,2.7,25.1,7.228,6.209,9.864,8.3,9.902,0.0,0.0,276.0,53.1,-7.9,south-east
BIRR,1989,365,47.0,16.0,1.0,4.883,664.1,22.0,48.1,70.6,0.0,20.0,7.0,365.0,365.0,42.0,0.0,19.0,0.0,-7.0,17.6,1.7,29.7,7.83,10.071,17.024,7.69,17.062,13.0,6.0,333.0,53.1,-7.9,south-east
BIRR,1990,365,59.0,17.0,3.0,5.296,810.3,29.5,61.5,192.1,57.5,19.0,12.0,365.0,365.0,30.0,0.0,8.0,0.0,-5.4,17.3,3.9,27.0,7.764,8.21,13.944,3.807,19.15,6.0,0.0,346.0,53.1,-7.9,south-east
BIRR,1991,365,53.0,22.0,1.0,5.454,763.5,44.5,48.0,135.2,44.5,26.0,16.0,365.0,365.0,33.0,0.0,6.0,1.0,-6.5,16.6,-0.5,25.6,7.171,7.945,12.329,5.753,10.959,13.0,0.0,343.0,53.1,-7.9,south-east
BIRR,1992,366,50.0,17.0,4.0,5.533,780.2,26.6,50.2,251.2,98.6,15.0,10.0,366.0,366.0,33.0,0.0,1.0,0.0,-7.5,15.2,3.0,25.6,7.19,8.743,14.754,9.016,10.656,0.0,0.0,353.0,53.1,-7.9,south-east
BIRR,1993,365,58.0,20.0,5.0,5.525,834.2,41.1,77.6,194.1,65.5,24.0,12.0,365.0,365.0,35.0,0.0,0.0,0.0,-5.2,15.6,2.0,24.5,7.144,10.137,11.507,9.315,7.397,0.0,6.0,353.0,53.1,-7.9,south-east
BIRR,1994,365,72.0,17.0,2.0,5.292,915.6,24.9,57.6,99.6,24.9,14.0,11.0,365.0,365.0,29.0,0.0,0.0,0.0,-6.4,15.6,1.0,23.6,6.99,6.849,9.041,7.945,9.863,6.0,0.0,351.0,53.1,-7.9,south-east
BIRR,1995,365,45.0,24.0,6.0,6.171,789.9,32.3,74.1,278.8,138.2,30.0,16.0,365.0,365.0,48.0,0.0,23.0,0.0,-7.1,18.2,0.0,29.7,7.908,7.397,19.726,7.397,21.096,28.0,0.0,353.0,53.1,-7.9,south-east
BIRR,1996,366,59.0,24.0,2.0,5.899,802.2,45.3,48.8,198.3,45.3,14.0,9.0,366.0,366.0,54.0,0.0,2.0,0.0,-5.8,16.9,0.4,25.7,7.399,12.568,11.202,7.923,8.197,0.0,9.0,355.0,53.1,-7.9,south-east
BIRR,1997,365,61.0,30.0,8.0,7.015,912.0,35.4,76.8,336.0,170.2,27.0,8.0,365.0,365.0,29.0,0.0,2.0,1.0,-5.3,18.0,-1.0,25.5,7.181,5.205,19.726,7.123,20.822,27.0,0.0,350.0,53.1,-7.9,south-east
BIRR,1998,365,67.0,29.0,3.0,5.853,930.6,28.8,49.4,203.5,28.8,16.0,15.0,365.0,365.0,26.0,0.0,0.0,0.0,-5.4,15.6,2.2,24.2,7.003,8.493,16.438,3.836,13.973,13.0,7.0,352.0,53.1,-7.9,south-east
BIRR,1999,365,56.0,25.0,3.0,5.8,852.6,30.4,61.7,211.3,60.1,13.0,7.0,365.0,365.0,27.0,0.0,3.0,1.0,-5.3,17.9,-1.6,26.7,7.059,5.753,17.808,3.836,12.877,0.0,0.0,359.0,53.1,-7.9,south-east
BIRR,2000,366,64.0,22.0,2.0,5.22,871.8,26.9,55.7,129.7,26.9,16.0,8.0,366.0,366.0,22.0,0.0,2.0,1.0,-7.8,16.7,-1.0,25.9,7.322,8.743,11.202,5.464,11.475,0.0,0.0,358.0,53.1,-7.9,south-east
BIRR,2001,365,44.0,8.0,1.0,4.428,628.8,27.4,53.8,93.4,27.4,16.0,7.0,365.0,365.0,51.0,0.0,1.0,0.0,-7.8,17.7,2.6,25.4,7.739,10.959,12.603,5.205,12.877,0.0,0.0,284.0,53.1,-7.9,south-east
BIRR,2002,365,83.0,25.0,3.0,5.71,1005.0,23.0,46.8,112.4,23.0,20.0,22.0,365.0,365.0,22.0,0.0,0.0,0.0,-7.0,15.7,2.9,24.9,7.133,7.123,13.699,4.384,13.973,0.0,0.0,345.0,53.1,-7.9,south-east
BIRR,2003,365,40.0,10.0,0.0,4.639,552.1,18.7,38.2,53.4,0.0,17.0,8.0,365.0,365.0,41.0,0.0,6.0,0.0,-5.3,18.1,2.5,28.5,7.76,5.753,16.986,2.192,16.986,12.0,0.0,347.0,53.1,-7.9,south-east
BIRR,2004,366,51.0,18.0,2.0,5.139,719.4,22.2,51.2,138.1,0.0,20.0,8.0,366.0,366.0,36.0,0.0,2.0,0.0,-6.4,16.6,2.3,27.3,7.505,8.743,16.393,3.552,14.481,7.0,0.0,356.0,53.1,-7.9,south-east
BIRR,2005,365,51.0,16.0,4.0,5.114,746.6,39.2,56.9,153.3,39.2,14.0,8.0,365.0,365.0,37.0,0.0,4.0,0.0,-4.7,16.6,3.8,28.4,7.142,5.753,17.808,2.466,14.795,6.0,0.0,357.0,53.1,-7.9,south-east
BIRR,2006,365,71.0,24.0,2.0,5.784,885.0,35.7,60.5,115.5,65.8,21.0,9.0,365.0,365.0,32.0,0.0,8.0,0.0,-7.8,17.1,0.1,30.1,7.598,6.575,16.438,3.288,17.534,15.0,0.0,337.0,53.1,-7.9,south-east
BIRR,2007,365,52.0,20.0,3.0,5.163,836.4,39.8,75.8,186.8,68.6,23.0,10.0,365.0,365.0,31.0,0.0,1.0,0.0,-5.6,14.8,4.1,25.6,7.751,6.301,16.712,1.918,19.452,18.0,0.0,359.0,53.1,-7.9,south-east
BIRR,2008,366,71.0,29.0,2.0,5.81,987.7,22.5,54.9,253.4,0.0,17.0,16.0,366.0,366.0,41.0,0.0,0.0,0.0,-6.2,15.8,2.6,25.0,7.402,8.47,12.295,6.831,9.836,6.0,0.0,349.0,53.1,-7.9,south-east
CASEMENT,1954,365,47.0,19.0,2.0,5.394,809.1,47.4,80.7,189.9,90.6,27.0,8.0,,,,,,,,,,,,,,,,,,,53.3,-6.4,north-east
CASEMENT,1955,365,43.0,13.0,2.0,5.441,658.4,35.5,40.8,111.7,35.5,29.0,7.0,,,,,,,,,,,,,,,,,,,53.3,-6.4,north-east
CASEMENT,1956,366,49.0,22.0,3.0,5.856,749.6,31.6,64.0,184.3,31.6,14.0,7.0,,,,,,,,,,,,,,,,,,,53.3,-6.4,north-east
CASEMENT,1958,365,69.0,29.0,5.0,6.58,980.4,39.2,68.0,301.6,126.0,16.0,7.0,,,,,,,,,,,,,,,,,,,53.3,-6.4,north-east
CASEMENT,1959,365,43.0,14.0,4.0,5.499,643.4,34.3,57.7,148.0,64.5,28.0,8.0,,,,,,,,,,,,,,,,,,,53.3,-6.4,north-east
CASEMENT,1960,366,58.0,31.0,10.0,6.345,989.8,30.9,64.6,363.6,30.9,22.0,9.0,,,,,,,,,,,,,,,,,,,53.3,-6.4,north-east
CASEMENT,1961,365,38.0,16.0,3.0,4.941,647.3,33.0,51.8,131.0,33.0,27.0,11.0,,,,,,,,,,,,,,,,,,,53.3,-6.4,north-east
CASEMENT,1962,365,39.0,18.0,4.0,5.023,648.0,24.6,50.6,112.0,0.0,19.0,5.0,,,,,,,,,,,,,,,,,,,53.3,-6.4,north-east
CASEMENT,1963,365,40.0,13.0,2.0,4.733,638.9,37.0,54.1,102.6,71.5,17.0,7.0,,,,,,,,,,,,,,,,,,,53.3,-6.4,north-east
CASEMENT,1964,366,36.0,15.0,2.0,4.801,590.5,35.7,54.2,138.0,35.7,20.0,7.0,366.0,366.0,44.0,0.0,0.0,0.0,-6.7,15.5,2.2,23.3,7.252,11.349,13.083,10.635,8.628,0.0,0.0,348.0,53.3,-6.4,north-east
CASEMENT,1965,365,51.0,17.0,3.0,5.388,781.3,40.4,97.6,183.5,71.6,22.0,7.0,365.0,365.0,51.0,0.0,0.0,0.0,-9.6,15.8,0.7,24.2,7.393,15.543,6.207,15.321,7.123,0.0,0.0,319.0,53.3,-6.4,north-east
CASEMENT,1966,365,52.0,21.0,7.0,6.145,866.5,53.1,69.4,278.7,80.4,15.0,7.0,365.0,365.0,25.0,0.0,0.0,0.0,-4.8,15.1,0.6,23.3,6.884,9.579,9.052,12.339,7.218,0.0,0.0,317.0,53.3,-6.4,north-east
CASEMENT,1967,365,52.0,16.0,2.0,5.12,732.2,44.7,60.2,179.6,77.1,13.0,10.0,365.0,365.0,34.0,0.0,0.0,0.0,-5.6,15.7,0.6,23.1,7.116,9.21,8.894,10.843,4.11,0.0,0.0,329.0,53.3,-6.4,north-east
CASEMENT,1968,366,37.0,17.0,4.0,5.597,671.7,55.6,74.2,210.1,121.4,27.0,9.0,366.0,366.0,59.0,0.0,0.0,0.0,-6.1,15.8,1.4,23.8,7.708,13.104,8.67,8.89,9.784,0.0,0.0,345.0,53.3,-6.4,north-east
CASEMENT,1969,365,40.0,17.0,5.0,5.498,632.3,29.1,43.1,155.3,29.1,16.0,7.0,365.0,365.0,60.0,0.0,3.0,1.0,-10.3,17.3,-0.7,26.4,7.53,13.256,10.095,13.635,8.672,0.0,6.0,339.0,53.3,-6.4,north-east
CASEMENT,1970,365,45.0,12.0,3.0,4.824,632.0,24.8,39.8,100.0,0.0,16.0,7.0,365.0,365.0,51.0,0.0,1.0,1.0,-7.8,15.1,-0.8,25.9,7.574,12.181,9.874,9.705,12.677,0.0,0.0,340.0,53.3,-6.4,north-east
CASEMENT,1971,365,40.0,15.0,4.0,5.5,550.0,29.1,45.7,137.0,29.1,21.0,5.0,365.0,365.0,41.0,0.0,1.0,0.0,-5.7,15.1,2.0,25.2,7.415,10.042,12.371,7.345,13.53,0.0,0.0,327.0,53.3,-6.4,north-east
CASEMENT,1972,366,43.0,19.0,2.0,5.056,652.2,23.5,39.3,82.9,0.0,30.0,9.0,366.0,366.0,34.0,0.0,0.0,0.0,-8.1,14.1,1.4,23.6,7.558,11.244,5.034,10.803,6.106,0.0,0.0,262.0,53.3,-6.4,north-east
CASEMENT,1973,365,39.0,15.0,2.0,5.403,605.1,44.7,58.8,101.9,44.7,21.0,6.0,365.0,365.0,35.0,0.0,1.0,0.0,-8.2,15.4,1.4,26.3,7.444,10.969,10.411,7.977,9.884,0.0,0.0,359.0,53.3,-6.4,north-east
CASEMENT,1974,365,38.0,14.0,1.0,4.798,623.7,23.4,36.3,87.9,0.0,22.0,11.0,365.0,365.0,21.0,0.0,0.0,0.0,-3.6,14.0,4.3,22.9,7.265,10.306,7.092,13.077,7.144,0.0,0.0,318.0,53.3,-6.4,north-east
CASEMENT,1975,365,33.0,11.0,5.0,5.056,541.0,31.6,52.6,152.9,31.6,22.0,5.0,365.0,365.0,29.0,0.0,6.0,0.0,-4.7,17.0,3.2,30.5,7.752,10.306,13.383,8.156,14.226,0.0,0.0,345.0,53.3,-6.4,north-east
CASEMENT,1976,366,44.0,14.0,2.0,5.387,630.3,32.6,87.8,154.9,32.6,22.0,12.0,366.0,366.0,42.0,0.0,13.0,0.0,-5.4,17.0,1.5,29.4,7.474,8.47,15.7,10.425,14.061,17.0,0.0,359.0,53.3,-6.4,north-east
CASEMENT,1977,365,45.0,16.0,3.0,5.162,727.9,40.2,58.2,112.2,73.2,22.0,6.0,365.0,365.0,36.0,0.0,0.0,0.0,-7.4,16.5,0.4,24.8,7.041,10.822,8.314,11.507,9.747,0.0,0.0,308.0,53.3,-6.4,north-east
CASEMENT,1978,365,45.0,15.0,4.0,5.421,683.1,22.3,53.3,170.9,0.0,14.0,9.0,365.0,365.0,35.0,0.0,0.0,1.0,-7.5,15.6,-0.8,24.7,6.805,10.991,11.591,12.35,11.981,0.0,0.0,297.0,53.3,-6.4,north-east
CASEMENT,1979,365,51.0,13.0,2.0,4.925,699.4,29.4,43.2,129.1,58.2,13.0,9.0,365.0,365.0,59.0,0.0,0.0,1.0,-12.4,16.9,-2.7,24.7,7.296,13.33,9.146,14.932,9.715,0.0,0.0,250.0,53.3,-6.4,north-east
CASEMENT,1980,366,49.0,18.0,6.0,5.58,770.1,37.8,64.7,180.1,121.1,34.0,10.0,366.0,366.0,48.0,0.0,1.0,0.0,-6.2,16.4,2.2,25.6,7.04,9.615,12.757,14.008,10.54,7.0,0.0,293.0,53.3,-6.4,north-east
CASEMENT,1981,365,48.0,22.0,1.0,5.483,712.8,23.7,55.3,184.0,0.0,19.0,7.0,365.0,365.0,36.0,0.0,0.0,0.0,-9.7,17.0,0.2,24.4,7.253,11.76,11.138,10.864,12.898,0.0,0.0,335.0,53.3,-6.4,north-east
CASEMENT,1982,365,50.0,16.0,5.0,5.319,750.0,33.0,74.8,167.4,88.2,24.0,8.0,365.0,365.0,38.0,0.0,1.0,3.0,-12.1,16.2,-1.6,25.7,7.654,7.808,12.15,6.101,10.653,0.0,7.0,311.0,53.3,-6.4,north-east
CASEMENT,1983,365,44.0,16.0,3.0,5.292,693.3,35.6,44.0,174.0,35.6,26.0,13.0,365.0,365.0,30.0,0.0,7.0,0.0,-4.6,17.5,2.6,29.8,7.243,5.732,16.059,8.008,16.544,6.0,0.0,338.0,53.3,-6.4,north-east
CASEMENT,1984,366,36.0,17.0,4.0,5.297,651.5,31.6,56.2,153.5,61.5,16.0,11.0,366.0,366.0,40.0,0.0,6.0,0.0,-7.6,16.8,2.2,27.1,8.02,10.067,10.551,9.563,16.236,7.0,0.0,331.0,53.3,-6.4,north-east
CASEMENT,1985,365,44.0,11.0,4.0,4.79,651.5,29.0,57.4,126.3,57.1,21.0,8.0,365.0,365.0,63.0,0.0,1.0,0.0,-6.6,16.4,0.2,25.6,7.224,13.772,11.17,17.756,11.644,7.0,0.0,330.0,53.3,-6.4,north-east
CASEMENT,1986,365,51.0,18.0,3.0,5.604,790.2,89.3,104.7,166.3,89.3,33.0,7.0,365.0,365.0,50.0,0.0,0.0,0.0,-7.8,17.8,0.9,24.5,7.099,16.396,8.999,22.75,7.218,0.0,0.0,296.0,53.3,-6.4,north-east
CASEMENT,1987,362,43.0,16.0,4.0,5.643,682.8,38.7,84.1,184.6,105.6,20.0,11.0,365.0,365.0,50.0,0.0,3.0,3.0,-7.6,16.9,-3.0,25.9,7.275,14.141,10.927,10.601,11.307,0.0,0.0,309.0,53.3,-6.4,north-east
CASEMENT,1988,366,48.0,14.0,3.0,4.989,683.5,25.7,49.7,68.6,25.7,13.0,9.0,366.0,366.0,27.0,0.0,0.0,0.0,-5.4,15.9,3.2,23.2,7.084,4.256,8.228,6.242,9.09,0.0,0.0,259.0,53.3,-6.4,north-east
CASEMENT,1989,365,39.0,17.0,6.0,5.355,637.3,24.5,41.7,165.9,0.0,23.0,9.0,365.0,365.0,28.0,0.0,7.0,0.0,-5.9,17.5,3.0,28.0,7.516,7.914,17.028,7.071,17.092,20.0,0.0,359.0,53.3,-6.4,north-east
CASEMENT,1990,365,48.0,19.0,3.0,5.721,726.6,26.5,63.9,181.1,26.5,27.0,7.0,365.0,365.0,27.0,0.0,5.0,0.0,-3.8,17.7,3.0,29.5,7.421,5.469,15.227,4.268,15.954,6.0,0.0,340.0,53.3,-6.4,north-east
CASEMENT,1991,365,46.0,13.0,2.0,5.016,642.0,28.7,52.0,119.4,28.7,26.0,8.0,365.0,365.0,39.0,0.0,1.0,1.0,-8.0,16.8,-0.7,25.8,6.955,7.671,11.507,10.411,8.219,12.0,0.0,343.0,53.3,-6.4,north-east
CASEMENT,1992,366,37.0,8.0,0.0,4.439,568.2,19.6,27.1,19.6,0.0,21.0,7.0,366.0,366.0,35.0,0.0,0.0,0.0,-8.3,15.9,3.0,24.7,7.056,10.109,13.934,9.016,10.109,0.0,8.0,352.0,53.3,-6.4,north-east
CASEMENT,1993,365,54.0,22.0,4.0,6.233,891.3,97.5,145.2,314.5,151.4,19.0,8.0,365.0,365.0,30.0,0.0,0.0,0.0,-5.0,15.0,1.6,22.8,6.653,10.685,10.137,10.959,6.575,0.0,6.0,353.0,53.3,-6.4,north-east
CASEMENT,1994,365,53.0,15.0,1.0,5.195,774.1,23.0,57.2,131.0,0.0,15.0,11.0,365.0,365.0,23.0,0.0,1.0,0.0,-5.5,15.2,1.1,25.1,6.665,5.479,9.041,10.411,6.575,0.0,0.0,351.0,53.3,-6.4,north-east
CASEMENT,1995,365,44.0,19.0,4.0,5.737,665.5,30.0,70.8,166.1,30.0,19.0,16.0,365.0,365.0,31.0,0.0,14.0,0.0,-7.9,17.8,1.2,28.8,7.623,5.479,19.178,7.671,21.096,9.0,0.0,354.0,53.3,-6.4,north-east
CASEMENT,1996,366,46.0,18.0,4.0,5.414,714.7,31.1,60.1,184.9,114.2,23.0,8.0,366.0,366.0,47.0,0.0,2.0,0.0,-5.9,16.2,1.9,25.7,7.007,9.29,10.383,12.295,6.831,0.0,0.0,355.0,53.3,-6.4,north-east
CASEMENT,1997,365,44.0,13.0,3.0,5.594,615.3,26.4,49.7,153.8,26.4,30.0,6.0,365.0,365.0,24.0,0.0,0.0,0.0,-3.8,18.3,1.0,24.7,6.87,3.836,20.0,7.945,16.438,7.0,0.0,350.0,53.3,-6.4,north-east
CASEMENT,1998,365,51.0,16.0,3.0,5.248,787.2,37.8,53.5,192.6,70.4,16.0,8.0,365.0,365.0,25.0,0.0,1.0,0.0,-5.5,15.9,3.1,25.3,6.797,7.397,17.808,6.575,13.699,18.0,7.0,354.0,53.3,-6.4,north-east
CASEMENT,1999,365,50.0,19.0,3.0,5.929,758.9,51.1,73.8,188.2,81.4,16.0,7.0,365.0,365.0,27.0,0.0,3.0,0.0,-6.2,17.8,3.0,26.7,6.899,5.753,18.63,6.027,11.781,6.0,0.0,359.0,53.3,-6.4,north-east
