year,cdd,Station,csdi,cwd,DTR,FD,gsl,ID,prcptot,R10mm,R20mm,r95p,r99p,Rnnmm,RX1day,RX5day,sdii,SU,TN10p,TN50p,TN90p,TNn,TNx,TR,TX10p,TX50p,TX90p,TXn,TXx,wsdi,Station_name
1895,13,61700010147,10,8,5.77,96,214,41,791,21,2,112,63,2,35,66,4.7,13,17.53,54.52,15.34,-16.8,19.2,0,17.53,36.44,5.75,-10.5,29.1,7,
1896,14,61700010147,0,12,5.27,73,232,16,735,16,4,171,34,1,34,79,4.5,15,14.25,57.81,12.88,-6.9,20.2,1,14.25,30.41,4.66,-1.6,28.6,6,
1897,25,61700010147,0,7,5.63,65,218,32,713,18,3,158,63,3,36,43,5.1,13,16.44,60.27,15.62,-10.7,19.6,0,16.44,37.53,4.11,-5.6,28.1,0,
1898,13,61700010147,0,10,5.2,34,191,0,828,21,3,133,0,0,21,51,4.7,10,16.44,64.11,15.89,-3.3,21,2,16.44,43.56,9.04,0.1,30.7,0,
1899,18,61700010147,0,11,6,65,300,20,594,10,1,60,0,0,24,42,4.3,11,13.7,59.45,18.08,-14.5,18.1,0,13.7,46.3,8.77,-9.6,28.3,8,
1900,16,61700010147,0,11,5.81,63,232,13,696,12,4,141,84,3,28,67,4.2,19,11.78,63.01,13.7,-11.5,20.5,1,11.78,41.37,6.58,-5.5,29.8,0,
1901,20,61700010147,6,8,6.04,84,230,33,720,21,5,146,64,2,38,55,5,13,15.34,56.44,14.25,-12.9,20.2,1,15.34,42.74,6.3,-7.5,30,6,
1902,26,61700010147,6,12,5.41,75,244,24,683,11,1,74,0,0,23,44,4.1,11,25.75,46.3,11.51,-10.4,18.5,0,25.75,28.49,3.01,-3.7,27.8,0,
1903,16,61700010147,0,20,5.51,39,270,13,858,27,4,192,120,3,65,74,5,8,11.78,68.49,15.34,-9.9,18.2,0,11.78,47.67,8.22,-5,29.9,0,
1904,22,61700010147,0,14,6.4,60,241,10,607,17,1,43,0,0,24,45,4.2,14,6.85,56.16,8.77,-6.6,19.4,0,6.85,46.58,4.66,-1.9,31.6,0,
1905,13,61700010147,0,10,6.94,82,221,10,660,18,5,145,0,0,23,50,4.2,16,9.32,49.04,8.22,-9.6,20.8,1,9.32,49.32,3.84,-4.4,32.1,0,
1906,14,61700010147,0,10,6.38,62,246,12,719,17,5,198,83,3,30,46,4.9,20,7.67,64.93,16.16,-11.1,21,1,7.67,53.15,8.77,-6.6,29.3,0,
1907,24,61700010147,0,9,6.22,69,218,19,558,12,2,54,33,1,33,49,3.7,8,15.34,55.34,10.68,-14.1,18,0,15.34,44.38,8.22,-8.9,29.6,0,
1908,24,61700010147,0,7,6.32,70,194,16,585,10,3,70,29,1,29,47,4,14,13.97,57.53,9.86,-15.1,18.5,0,13.97,48.49,4.66,-10.4,30.1,0,
1909,12,61700010147,0,7,6.02,86,222,19,690,20,3,137,26,1,26,46,4.9,5,11.78,53.7,10.41,-12.6,16.4,0,11.78,39.45,3.29,-9.2,27.6,0,
1910,16,61700010147,0,12,6.01,36,271,3,803,20,4,232,97,2,69,79,5.1,8,4.93,68.77,16.44,-9.7,20.5,1,4.93,53.42,8.49,-2.7,30.6,12,
1911,17,61700010147,0,12,6.7,47,220,2,606,14,3,103,37,2,37,51,4.4,29,3.01,72.33,20.55,-5.6,21.5,2,3.01,64.38,10.96,-0.7,32.1,6,
1912,18,61700010147,7,10,5.89,44,276,18,818,20,4,136,32,1,32,48,4.7,12,19.73,61.64,16.44,-16.6,19,0,19.73,45.21,4.93,-9.4,29,0,
1913,14,61700010147,0,10,6.19,43,0,8,580,9,2,65,65,2,33,57,4.2,9,8.49,68.49,18.36,-8,18.5,0,8.49,58.9,9.32,-3.5,27.7,6,
1914,19,61700010147,0,10,5.7,38,229,9,917,24,7,311,252,7,76,113,6.4,16,9.32,73.42,23.01,-7.6,23,1,9.32,53.97,9.59,-2.2,30.4,9,
1915,17,61700010147,0,12,5.76,64,206,11,873,31,4,193,0,2,25,61,5.7,7,15.07,58.63,9.86,-8.5,19.5,0,15.07,35.89,4.38,-4.4,33.1,0,
1916,11,61700010147,0,14,5.82,41,319,5,1069,39,6,263,32,2,32,62,6.2,3,11.23,65.75,13.42,-5,16.5,0,11.23,49.04,6.03,-1.4,26.5,0,
1917,23,61700010147,7,10,6.4,93,226,32,666,18,2,76,57,2,29,54,4.8,20,9.86,53.15,17.26,-15.8,19.7,0,9.86,41.1,8.77,-8.5,31,10,
1918,17,61700010147,0,10,6.43,50,298,4,999,35,7,279,60,1,60,84,5.8,8,7.67,65.48,13.42,-7.3,18,0,7.67,53.97,8.22,-2.2,28,13,
1919,21,61700010147,0,10,6.3,81,248,22,642,14,0,36,0,0,18,57,4.1,12,21.64,47.12,10.14,-11,19,0,21.64,39.45,6.03,-5,30.4,0,
1920,41,61700010147,6,7,6.39,59,232,12,701,20,2,117,26,1,26,45,4.7,10,13.15,65.48,14.79,-8.5,17.4,0,13.15,50.14,8.77,-3.2,28.9,0,
1921,26,61700010147,0,11,6.81,48,310,10,710,24,6,216,31,2,31,62,5.4,25,12.05,65.21,21.1,-8.5,20,0,12.05,58.9,15.89,-2.2,32.1,8,
1922,15,61700010147,15,12,6.07,77,238,28,670,16,4,143,42,1,42,56,4.5,8,23.84,46.3,7.95,-14.4,18.8,0,23.84,34.79,4.11,-10,31.1,0,
1923,12,61700010147,0,12,5.84,57,235,20,799,21,2,91,0,0,21,61,4.5,12,20,50.68,12.33,-12.6,22.5,1,20,35.89,7.95,-6.3,33.5,8,
1924,21,61700010147,0,10,6.44,91,209,33,772,23,4,251,103,2,62,77,5.7,11,8.49,53.42,8.77,-12.5,17.5,0,8.49,40.55,4.93,-5.6,31.3,0,
1925,13,61700010147,10,14,7.15,64,271,14,879,24,5,228,57,3,29,98,5.5,26,13.97,58.9,15.34,-11.4,19.5,0,13.97,53.42,16.44,-6.4,33.4,21,
1926,10,61700010147,0,15,6.28,48,242,15,923,26,4,152,58,2,31,57,4.8,15,10.14,64.38,17.26,-8.7,20.4,1,10.14,54.25,7.95,-4.9,30.4,0,
1927,12,61700010147,0,12,6.66,67,259,25,967,29,5,243,136,4,39,62,5.1,16,13.42,55.34,11.78,-14.6,17.4,0,13.42,47.4,8.22,-9.6,29,6,
1928,16,61700010147,0,10,7.29,69,261,11,875,24,6,193,30,1,30,50,5.2,11,11.23,49.04,9.86,-8.7,19.2,0,11.23,53.7,9.86,-4.4,33.5,0,
1929,13,61700010147,22,8,7.23,96,237,50,555,13,3,153,66,2,38,46,4.5,25,16.44,47.67,10.96,-21.1,21.1,1,16.44,43.29,10.96,-12.1,31.9,6,
1930,25,61700010147,0,9,6.55,60,252,5,751,20,7,235,128,3,45,139,5.1,22,6.03,63.01,13.7,-5.5,18.8,0,6.03,53.15,10.68,-1.2,32.5,0,
1931,11,61700010147,0,9,6.36,91,221,22,886,24,9,303,145,4,38,125,5.3,16,14.79,53.42,9.59,-9.8,18.5,0,14.79,41.37,6.03,-5.4,31.4,7,
1932,23,61700010147,0,9,6.99,74,230,10,648,23,2,92,0,0,21,61,4.9,36,5.21,58.36,17.53,-10.5,20.1,1,5.21,52.05,12.6,-4.4,34.3,0,
1933,15,61700010147,7,9,7.06,73,247,35,584,16,2,143,59,2,32,49,4.5,20,8.77,58.63,10.41,-12.2,17.9,0,8.77,53.15,9.59,-7.6,31.4,0,
1934,17,61700010147,0,13,7.92,39,278,4,518,8,1,82,46,1,46,55,3.6,40,3.56,70.96,15.34,-6.9,18.1,0,3.56,74.25,18.08,-1.4,31.4,16,
1935,16,61700010147,0,10,7.98,73,249,11,744,21,2,133,0,0,24,47,4.7,23,7.12,46.03,9.04,-14.3,18.4,0,7.12,54.25,10.14,-4.7,30.5,0,
1936,16,61700010147,8,11,7.38,75,244,9,729,23,3,141,0,1,25,60,4.4,21,8.49,52.05,7.4,-8.5,17.4,0,8.49,51.78,8.49,-2.5,30.2,6,
1937,23,61700010147,0,11,7.23,95,312,30,718,15,4,121,38,1,38,44,4.3,22,9.59,51.51,12.05,-12.7,18.4,0,9.59,50.41,7.95,-7.8,33.9,0,
1938,16,61700010147,12,11,8.71,86,281,14,566,11,1,26,26,1,26,43,4,28,6.85,47.95,7.95,-16.1,19.5,0,6.85,58.36,16.44,-11.9,31.3,18,
1939,23,61700010147,0,11,7.99,73,309,16,820,31,5,190,94,3,41,53,5.5,24,10.96,50.96,12.05,-14.6,18.3,0,10.96,55.62,13.15,-6,31.5,9,
1940,15,61700010147,39,15,8.32,111,190,57,730,22,1,74,0,0,23,50,4.7,17,22.19,36.99,5.48,-29.1,16,0,22.19,41.1,4.11,-12.7,28.6,0,
1941,23,61700010147,15,14,8.1,111,201,35,744,22,3,117,65,2,35,61,4.9,22,18.63,36.99,7.67,-17.6,21.5,1,18.63,42.74,7.4,-11.5,33.3,7,
1942,21,61700010147,21,6,8.27,114,236,54,649,17,4,120,36,1,36,47,4.8,20,15.89,37.53,9.04,-21.9,19.5,0,15.89,47.12,9.32,-13.6,31.6,6,
1943,37,61700010147,0,13,8.71,72,239,14,643,17,2,94,0,0,22,58,4.7,25,4.38,48.22,11.78,-12.6,19.2,0,4.38,61.1,15.89,-8.1,35.7,6,
1944,12,61700010147,0,13,8.23,81,286,6,746,19,0,51,0,0,19,47,4.4,35,5.75,47.12,10.68,-10.9,19.3,0,5.75,54.52,11.51,-2.4,34.9,9,
1945,15,61700010147,0,9,7.65,63,247,16,833,23,4,154,72,4,43,68,5.3,20,4.66,58.36,13.15,-12.6,19.3,0,4.66,62.74,9.04,-3.7,31.5,6,
1946,15,61700010147,9,11,7.5,82,218,30,726,16,5,140,30,1,30,53,5.1,17,10.68,48.49,9.59,-13.2,18.9,0,10.68,49.32,8.22,-8.4,35.1,0,
1947,20,61700010147,29,11,8.9,106,218,58,642,19,4,107,0,1,25,63,4.9,48,15.89,41.1,10.41,-19,20.6,1,15.89,54.25,14.52,-10.7,34.5,7,
1948,17,61700010147,0,16,7.89,75,245,10,783,23,5,207,123,3,63,79,5.3,19,6.85,52.88,10.14,-14.8,17.7,0,6.85,60.55,14.25,-7.7,33.9,14,
1949,16,61700010147,6,7,8.08,59,217,7,739,23,6,224,54,2,27,66,5.3,16,6.3,56.71,11.51,-11.7,16.9,0,6.3,63.29,14.25,-2.9,30.1,0,
1950,16,61700010147,0,9,7.41,77,253,17,865,24,5,188,55,2,28,55,5.2,16,6.03,50.41,8.49,-10.3,19.3,0,6.03,47.95,9.32,-5.6,29.7,0,
1951,35,61700010147,13,9,7.76,73,250,4,843,23,5,229,112,3,54,73,5.5,13,6.85,52.05,7.12,-10.6,17.4,0,6.85,57.81,6.3,-3.8,30.8,0,
1952,17,61700010147,8,10,7.76,102,217,12,648,11,0,52,0,0,18,43,3.8,14,14.25,36.16,7.95,-10.9,17,0,14.25,39.45,4.93,-3.1,33.7,7,
1953,18,61700010147,0,11,8.2,74,295,13,600,11,2,77,60,2,32,79,4.1,23,4.38,51.78,14.25,-18.1,16.7,0,4.38,61.92,16.16,-7,31.8,0,
1954,18,61700010147,11,13,7.64,90,231,29,899,25,9,260,98,4,43,87,5.5,13,14.79,43.01,7.67,-18,17.6,0,14.79,46.03,8.22,-9.6,31.6,0,
1955,14,61700010147,7,9,8.17,108,225,26,641,13,4,121,29,3,29,56,4.2,20,11.78,39.73,7.12,-17.2,16.5,0,11.78,48.49,7.4,-4.8,29.3,0,
1956,15,61700010147,18,11,7.78,97,234,33,662,22,1,90,0,0,20,46,4.3,9,19.18,36.44,5.48,-22.4,15.7,0,19.18,40.55,6.58,-13.4,28.7,0,
1957,18,61700010147,0,10,7.56,64,286,6,742,19,2,137,55,2,28,49,5,17,10.68,50.41,11.78,-13.8,16.8,0,10.68,53.42,11.23,-9.5,34.5,0,
1958,15,61700010147,0,14,7.09,94,291,15,808,19,4,185,57,2,29,67,4.7,6,8.77,47.12,8.22,-14.2,16.8,0,8.77,45.21,5.48,-5,27.5,7,
1959,26,61700010147,0,15,9.17,74,253,23,401,8,1,55,0,0,20,35,3.6,32,3.56,46.03,9.32,-17.3,20.1,1,3.56,65.21,17.81,-5.1,34.4,9,
1960,34,61700010147,0,12,7.23,73,282,16,910,19,7,267,186,6,55,103,5.3,10,7.95,50.41,10.14,-13.3,16.8,0,7.95,47.12,10.14,-5,29.7,6,
1961,15,61700010147,6,13,7.84,65,262,17,871,19,6,202,65,2,38,64,5.3,14,9.29,55.57,13.3,-14.8,16,0,9.29,55.8,17.15,-6.8,32,7,
1962,16,61700010147,6,17,7.26,85,209,23,735,14,2,106,32,1,32,52,4.6,3,15.14,34.03,4.84,-13,15.5,0,15.14,35.81,5.61,-6.6,27.2,0,
1963,18,61700010147,22,13,8.02,103,269,59,695,15,4,145,67,2,36,94,4.9,14,15.02,38.55,6.52,-18.7,18.7,0,15.02,42.63,5.65,-8.4,34.8,0,
1964,19,61700010147,0,8,7.65,92,209,23,599,14,0,0,0,0,15,36,4,20,14.1,42.71,10.14,-16.3,17.1,0,14.1,44.4,10.72,-6.6,32.5,0,
1965,19,61700010147,14,11,7.4,89,216,13,887,32,7,250,90,2,60,66,5.2,4,14.62,40.15,4.41,-15.4,16.3,0,14.62,42.53,4.62,-3.7,25.8,0,
1966,9,61700010147,6,14,7.03,80,250,30,861,18,5,184,69,2,37,69,4.7,17,10.74,51.58,13.49,-16.8,17.7,0,10.74,45.19,11.03,-6.6,32.3,0,
1967,9,61700010147,0,9,7.37,53,309,7,828,23,4,203,95,3,35,55,4.5,11,2.86,61.95,11.61,-14.2,18.9,0,2.86,61.4,8.65,-5.2,29.9,0,
1968,20,61700010147,0,8,7.29,87,255,21,760,19,5,178,30,2,30,70,4.7,18,5.95,53.03,13.54,-17.9,17.8,0,5.95,47.74,10.41,-9.3,32.7,0,
1969,32,61700010147,0,9,7.45,112,234,47,704,20,5,168,104,2,60,67,5.2,35,15.74,44.31,11.34,-15,21.9,1,15.74,44.28,12.24,-11,33.2,14,
1970,22,61700010147,0,14,7.07,102,240,34,894,26,4,236,62,3,34,61,5.3,22,14.02,42.31,5.95,-16.3,18.4,0,14.02,38.9,5.77,-7.3,29.6,0,
1971,15,61700010147,0,7,7.74,70,298,15,548,7,2,73,33,1,33,51,4,26,12.73,56.67,15.28,-18.6,17.5,0,12.73,57.97,10.11,-8,31.2,0,
1972,22,61700010147,6,10,7.52,66,245,17,645,22,1,94,26,1,26,39,4.9,17,7.58,49.92,6.46,-14.8,18,0,7.58,46.02,10.17,-10.8,30.5,9,
1973,21,61700010147,6,12,7.76,69,239,5,814,26,2,134,47,1,47,70,5.2,25,6.71,51.6,7.78,-13.8,18.3,0,6.71,55.64,6.47,-7,32.7,0,
1974,33,61700010147,0,11,7.3,35,331,0,874,22,4,141,64,2,38,74,5.1,7,7,52.24,10.68,-5.4,16.3,0,7,53.87,13.02,0,31.5,6,
1975,24,61700010147,0,8,8.02,64,315,1,604,15,2,114,53,1,53,95,5,39,7.74,53.51,14.43,-9.4,22.4,1,7.74,63.66,13.74,-0.1,33.8,19,
1976,25,61700010147,0,8,7.98,91,315,22,539,17,1,39,0,0,20,63,4.5,41,10.73,48.53,9.76,-11.1,19.4,0,10.73,55.67,11.72,-6.5,33,0,
