year,cdd,Station,csdi,cwd,DTR,FD,gsl,ID,prcptot,R10mm,R20mm,r95p,r99p,Rnnmm,RX1day,RX5day,sdii,SU,TN10p,TN50p,TN90p,TNn,TNx,TR,TX10p,TX50p,TX90p,TXn,TXx,wsdi,Station_name
1949,40,LOCID000047,-99.9,4,-99.9,-99.9,-99.9,-99.9,471.1,8,4,91.1,0,0,24.1,38.2,4.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1950,16,LOCID000047,-99.9,5,-99.9,-99.9,-99.9,-99.9,904.7,29,4,184.7,41.4,2,41.4,67.1,6.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1951,25,LOCID000047,-99.9,7,-99.9,-99.9,-99.9,-99.9,791.5,29,2,61.4,0,0,21.3,48.9,6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1952,34,LOCID000047,-99.9,14,-99.9,-99.9,-99.9,-99.9,871.9,27,5,172.3,30.4,4,30.4,65,6.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1953,42,LOCID000047,-99.9,6,-99.9,-99.9,-99.9,-99.9,508.6,12,1,51.7,33.2,1,33.2,52.1,5.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1954,17,LOCID000047,-99.9,7,-99.9,-99.9,-99.9,-99.9,707.3,12,2,62.3,0,0,21.9,45.8,5.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1955,21,LOCID000047,-99.9,7,-99.9,-99.9,-99.9,-99.9,723.7,26,5,175.6,83.7,3,50.9,109.2,7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1956,26,LOCID000047,-99.9,7,-99.9,-99.9,-99.9,-99.9,649.5,14,4,148.8,38.2,2,38.2,64.8,5.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1957,19,LOCID000047,-99.9,7,-99.9,-99.9,-99.9,-99.9,796.9,27,9,273.7,0,4,29.5,71.9,7.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1958,24,LOCID000047,-99.9,9,-99.9,-99.9,-99.9,-99.9,846.3,26,6,201.3,53.7,2,53.7,74,6.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1959,39,LOCID000047,-99.9,10,-99.9,-99.9,-99.9,-99.9,433.6,10,2,61.9,35.6,2,35.6,45.4,4.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1960,14,LOCID000047,-99.9,5,-99.9,-99.9,-99.9,-99.9,733.6,24,1,83.7,0,1,28.6,47.9,5.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1961,17,LOCID000047,-99.9,11,-99.9,-99.9,-99.9,-99.9,773.3,24,3,90.7,0,1,25.9,51.1,6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1962,29,LOCID000047,-99.9,5,-99.9,-99.9,-99.9,-99.9,560.8,16,1,80.9,0,0,24.8,46.1,5.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1963,18,LOCID000047,-99.9,11,-99.9,-99.9,-99.9,-99.9,554.2,11,3,78.2,34.5,1,34.5,44.1,5.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1964,44,LOCID000047,-99.9,6,-99.9,-99.9,-99.9,-99.9,486.2,14,2,66.8,0,1,26.2,46.9,5.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1965,16,LOCID000047,-99.9,9,-99.9,-99.9,-99.9,-99.9,995.7,27,3,130.4,69.1,2,36.7,51.1,6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1966,17,LOCID000047,-99.9,6,-99.9,-99.9,-99.9,-99.9,772.9,21,4,111.9,0,2,26.4,51.7,5.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1967,22,LOCID000047,-99.9,6,-99.9,-99.9,-99.9,-99.9,691,20,4,115.7,0,2,27.4,46.1,6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1968,21,LOCID000047,-99.9,6,-99.9,-99.9,-99.9,-99.9,976.4,26,7,305,130.6,4,49,86.4,6.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1969,26,LOCID000047,-99.9,6,-99.9,-99.9,-99.9,-99.9,769,24,1,43,0,0,23.7,45,5.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1970,14,LOCID000047,-99.9,9,-99.9,-99.9,-99.9,-99.9,832.1,23,4,146.6,102.5,2,57.1,122.6,5.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1971,30,LOCID000047,-99.9,6,-99.9,-99.9,-99.9,-99.9,441.2,14,3,116.7,38.4,1,38.4,59.7,5.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1972,32,LOCID000047,-99.9,5,-99.9,-99.9,-99.9,-99.9,639.6,23,2,75.3,32,1,32,84.2,6.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1973,37,LOCID000047,-99.9,5,-99.9,-99.9,-99.9,-99.9,732.3,22,7,221.3,37.6,2,37.6,58.8,6.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1974,26,LOCID000047,-99.9,9,-99.9,-99.9,-99.9,-99.9,731.2,18,2,68.6,0,1,29.1,51,5.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1975,21,LOCID000047,-99.9,6,-99.9,-99.9,-99.9,-99.9,798.9,27,7,259.1,122.3,5,45.8,83.1,7.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1976,33,LOCID000047,-99.9,6,-99.9,-99.9,-99.9,-99.9,626.1,19,4,139.8,49.6,2,49.6,66.9,6.1,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1977,19,LOCID000047,-99.9,8,-99.9,-99.9,-99.9,-99.9,677.1,17,4,119.1,30.9,2,30.9,49.7,5.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1978,21,LOCID000047,-99.9,7,-99.9,-99.9,-99.9,-99.9,942.7,22,8,347.4,237.5,5,88.8,176.2,7.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1979,20,LOCID000047,-99.9,8,-99.9,-99.9,-99.9,-99.9,674,17,1,42.4,0,0,22.9,63.9,5.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1980,19,LOCID000047,-99.9,9,-99.9,-99.9,-99.9,-99.9,809.1,25,4,163.4,40.4,1,40.4,78.1,6.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1981,30,LOCID000047,-99.9,8,-99.9,-99.9,-99.9,-99.9,994.1,28,10,349.2,187.1,6,73.4,114.7,7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1982,14,LOCID000047,-99.9,8,-99.9,-99.9,-99.9,-99.9,890.5,26,9,370.1,143.8,6,62.4,76,7.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1983,35,LOCID000047,-99.9,10,-99.9,-99.9,-99.9,-99.9,691,18,6,152.6,31.3,4,31.3,91.6,5.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1984,23,LOCID000047,-99.9,6,-99.9,-99.9,-99.9,-99.9,807.1,25,7,252.4,32.1,3,32.1,57.5,6.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1985,26,LOCID000047,-99.9,7,-99.9,-99.9,-99.9,-99.9,670.7,20,3,101.1,30.2,2,30.2,61.7,5.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1986,30,LOCID000047,-99.9,8,-99.9,-99.9,-99.9,-99.9,879.3,23,9,276.4,138.4,4,66.4,84.7,7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1987,21,LOCID000047,-99.9,7,-99.9,-99.9,-99.9,-99.9,788.5,23,3,90.2,31.2,1,31.2,45.4,5.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1988,15,LOCID000047,-99.9,9,-99.9,-99.9,-99.9,-99.9,911.8,27,5,172.4,0,2,26.7,62.8,6.2,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1989,21,LOCID000047,-99.9,7,-99.9,-99.9,-99.9,-99.9,611.6,17,2,73.2,0,2,29.4,72.6,5.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1990,26,LOCID000047,-99.9,7,-99.9,-99.9,-99.9,-99.9,676.4,19,2,130.2,34.7,1,34.7,57.7,5.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1991,32,LOCID000047,-99.9,10,-99.9,-99.9,-99.9,-99.9,502.5,11,2,70.7,0,2,26,42.8,5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1992,15,LOCID000047,-99.9,8,-99.9,-99.9,-99.9,-99.9,812.9,24,5,273.2,154.1,5,47.4,86.2,6.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1993,18,LOCID000047,-99.9,11,-99.9,-99.9,-99.9,-99.9,829.4,24,3,144,35.3,2,35.3,64.9,5.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1994,18,LOCID000047,-99.9,8,-99.9,-99.9,-99.9,-99.9,783.3,23,4,157,44.6,2,44.6,54.8,5.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1995,19,LOCID000047,-99.9,11,-99.9,-99.9,-99.9,-99.9,891.2,26,5,187.9,92,4,57.4,58.6,6.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1996,30,LOCID000047,-99.9,7,-99.9,-99.9,-99.9,-99.9,670.2,22,3,126.5,0,0,24.8,47.3,6.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1997,24,LOCID000047,-99.9,10,-99.9,-99.9,-99.9,-99.9,766.9,19,5,214.1,112.3,2,80.7,90.4,6.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1998,27,LOCID000047,-99.9,9,-99.9,-99.9,-99.9,-99.9,657.3,19,1,68,31.2,1,31.2,69.8,5.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1999,15,LOCID000047,-99.9,5,-99.9,-99.9,-99.9,-99.9,822,22,4,131.1,44.4,1,44.4,63.6,6.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
2000,17,LOCID000047,-99.9,7,-99.9,-99.9,-99.9,-99.9,735.2,22,2,98.3,0,0,22.6,39.7,5.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
2001,18,LOCID000047,-99.9,9,-99.9,-99.9,-99.9,-99.9,851.5,24,2,103.8,44.6,1,44.6,83.4,6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
2002,-99.9,LOCID000047,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
2003,-99.9,LOCID000047,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
2004,-99.9,LOCID000047,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,KARLSRUHE
1879,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1880,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1881,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1882,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1883,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1884,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1885,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1886,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1887,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1888,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1889,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1890,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1891,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1892,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1893,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1894,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1895,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1896,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1897,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1898,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1899,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1900,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1901,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1902,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1903,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1904,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1905,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1906,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1907,-99.9,LOCID000053,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1908,47,LOCID000053,-99.9,9,-99.9,-99.9,-99.9,-99.9,649.6,16,5,169.6,33.2,3,33.2,71.6,6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1909,17,LOCID000053,-99.9,11,-99.9,-99.9,-99.9,-99.9,683.3,16,2,98.5,0,0,24.8,59.9,5.6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1910,26,LOCID000053,-99.9,10,-99.9,-99.9,-99.9,-99.9,839.1,31,3,161.1,33.4,2,33.4,70.8,6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1911,29,LOCID000053,-99.9,6,-99.9,-99.9,-99.9,-99.9,539,13,2,46,0,0,24.3,43.2,5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1912,24,LOCID000053,-99.9,9,-99.9,-99.9,-99.9,-99.9,654.5,15,0,54.3,0,0,18.7,43,4.7,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1913,17,LOCID000053,-99.9,8,-99.9,-99.9,-99.9,-99.9,725,21,4,127.5,66.8,2,34.3,59.2,5.8,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1914,19,LOCID000053,-99.9,12,-99.9,-99.9,-99.9,-99.9,805.7,22,2,98,0,0,22.8,47.5,6,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1915,18,LOCID000053,-99.9,12,-99.9,-99.9,-99.9,-99.9,650.3,14,1,21.9,0,0,21.9,49.4,5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
1916,24,LOCID000053,-99.9,8,-99.9,-99.9,-99.9,-99.9,815,19,2,71.3,0,1,27.8,66.3,5.3,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,TRIER
